"CountryName","CountryCode","Year","GDPperCap","FertilityRate"
"Denmark","DNK",2011,61809.7379,1.75
"Denmark","DNK",2012,58443.77471,1.73
"Denmark","DNK",2013,61377.59406,1.67
"Denmark","DNK",2014,62520.45097,1.69
"Denmark","DNK",2015,53094.01336,1.71
"Denmark","DNK",2016,54500.92604,1.79
"Denmark","DNK",2017,57521.5515,1.75
"Denmark","DNK",2018,61324.7665,1.73
"Denmark","DNK",2019,59404.26632,1.7
"Denmark","DNK",2020,60985.48856,1.68
"Denmark","DNK",2021,69727.98737,1.72
"Denmark","DNK",2022,68091.31911,1.55
"Denmark","DNK",2023,68453.87693,1.5
"Estonia","EST",1960,NA,1.98
"Estonia","EST",1961,NA,1.98
"Estonia","EST",1962,NA,1.95
"Estonia","EST",1963,NA,1.89
"Estonia","EST",1964,NA,1.94
"Estonia","EST",1965,NA,1.88
"Estonia","EST",1966,NA,1.87
"Estonia","EST",1967,NA,1.9
"Estonia","EST",1968,NA,2.03
"Estonia","EST",1969,NA,2.13
"Estonia","EST",1970,NA,2.17
"Estonia","EST",1971,NA,2.19
"Estonia","EST",1972,NA,2.13
"Estonia","EST",1973,NA,2.06
"Estonia","EST",1974,NA,2.07
"Estonia","EST",1975,NA,2.04
"Estonia","EST",1976,NA,2.07
"Estonia","EST",1977,NA,2.06
"Estonia","EST",1978,NA,2.02
"Estonia","EST",1979,NA,2
"Estonia","EST",1980,NA,2.02
"Estonia","EST",1981,NA,2.07
"Estonia","EST",1982,NA,2.07
"Estonia","EST",1983,NA,2.16
"Estonia","EST",1984,NA,2.17
"Estonia","EST",1985,NA,2.13
"Estonia","EST",1986,NA,2.18
"Estonia","EST",1987,NA,2.27
"Estonia","EST",1988,NA,2.27
"Estonia","EST",1989,NA,2.22
"Estonia","EST",1990,NA,2.05
"Estonia","EST",1991,NA,1.8
"Estonia","EST",1992,NA,1.71
"Estonia","EST",1993,2685.908893,1.49
"Estonia","EST",1994,2819.126121,1.42
"Estonia","EST",1995,3134.389753,1.38
"Estonia","EST",1996,3380.926302,1.37
"Estonia","EST",1997,3682.952301,1.32
"Estonia","EST",1998,4093.392477,1.28
"Estonia","EST",1999,4140.936602,1.3
"Estonia","EST",2000,4070.609024,1.36
"Estonia","EST",2001,4502.66615,1.32
"Estonia","EST",2002,5343.183108,1.36
"Estonia","EST",2003,7205.407033,1.37
"Estonia","EST",2004,8916.072827,1.47
"Estonia","EST",2005,10414.63812,1.52
"Estonia","EST",2006,12641.4801,1.58
"Estonia","EST",2007,16745.4308,1.69
"Estonia","EST",2008,18205.90641,1.72
"Estonia","EST",2009,14712.44942,1.7
"Estonia","EST",2010,14663.7041,1.72
"Estonia","EST",2011,17555.54552,1.61
"Estonia","EST",2012,17568.2138,1.56
"Estonia","EST",2013,19310.38749,1.52
"Estonia","EST",2014,20581.7899,1.54
"Estonia","EST",2015,17722.15577,1.58
"Estonia","EST",2016,18666.37365,1.6
"Estonia","EST",2017,20851.52235,1.59
"Estonia","EST",2018,23618.13613,1.67
"Estonia","EST",2019,24021.25014,1.66
"Estonia","EST",2020,23933.99394,1.58
"Estonia","EST",2021,27953.76702,1.61
"Estonia","EST",2022,28451.14778,1.41
"Estonia","EST",2023,30133.30445,1.31
"Finland","FIN",1960,1191.855089,2.72
"Finland","FIN",1961,1341.499006,2.72
"Finland","FIN",1962,1426.667564,2.68
"Finland","FIN",1963,1538.457034,2.68
"Finland","FIN",1964,1725.604835,2.59
"Finland","FIN",1965,1902.038472,2.48
"Finland","FIN",1966,2031.523314,2.41
"Finland","FIN",1967,2055.753068,2.32
"Finland","FIN",1968,1927.293805,2.14
"Finland","FIN",1969,2201.124152,1.93
"Finland","FIN",1970,2465.864555,1.83
"Finland","FIN",1971,2716.432235,1.68
"Finland","FIN",1972,3177.928793,1.58
"Finland","FIN",1973,4173.544852,1.49
"Finland","FIN",1974,5298.080088,1.61
"Finland","FIN",1975,6256.102451,1.68
"Finland","FIN",1976,6740.291453,1.7
"Finland","FIN",1977,7069.735651,1.68
"Finland","FIN",1978,7629.495725,1.64
"Finland","FIN",1979,9333.076956,1.64
"Finland","FIN",1980,11224.938,1.63
"Finland","FIN",1981,10925.09572,1.64
"Finland","FIN",1982,10935.31106,1.71
"Finland","FIN",1983,10493.96266,1.74
"Finland","FIN",1984,10830.21852,1.69
"Finland","FIN",1985,11394.1921,1.64
"Finland","FIN",1986,14946.99262,1.6
"Finland","FIN",1987,18565.02644,1.59
"Finland","FIN",1988,22043.77016,1.69
"Finland","FIN",1989,23969.0528,1.71
"Finland","FIN",1990,28366.20428,1.78
"Finland","FIN",1991,25488.84505,1.79
"Finland","FIN",1992,22320.11247,1.85
"Finland","FIN",1993,17588.67817,1.81
"Finland","FIN",1994,20278.2911,1.85
"Finland","FIN",1995,26246.27432,1.81
"Finland","FIN",1996,25756.67771,1.78
"Finland","FIN",1997,24682.29083,1.75
"Finland","FIN",1998,25999.98617,1.7
"Finland","FIN",1999,26180.41286,1.73
"Finland","FIN",2000,24335.92251,1.73
"Finland","FIN",2001,24965.203,1.73
"Finland","FIN",2002,26989.38926,1.72
"Finland","FIN",2003,32920.08572,1.76
"Finland","FIN",2004,37768.13342,1.8
"Finland","FIN",2005,39049.87038,1.8
"Finland","FIN",2006,41214.01878,1.84
"Finland","FIN",2007,48473.02401,1.83
"Finland","FIN",2008,53769.47262,1.85
"Finland","FIN",2009,47478.34953,1.86
"Finland","FIN",2010,46506.2919,1.87
"Finland","FIN",2011,51060.32426,1.83
"Finland","FIN",2012,47551.67408,1.8
"Finland","FIN",2013,49691.01452,1.75
"Finland","FIN",2014,50073.77608,1.71
"Finland","FIN",2015,42560.34568,1.65
"Finland","FIN",2016,43451.25624,1.57
"Finland","FIN",2017,46085.01747,1.49
"Finland","FIN",2018,49654.2497,1.41
"Finland","FIN",2019,48358.18078,1.35
"Finland","FIN",2020,48828.68469,1.37
"Finland","FIN",2021,53099.13514,1.46
"Finland","FIN",2022,50440.56022,1.32
"Finland","FIN",2023,52821.51143,1.26
"France","FRA",1960,1302.531497,2.85
"France","FRA",1961,1394.535571,2.87
"France","FRA",1962,1547.620259,2.89
"France","FRA",1963,1717.703791,2.89
"France","FRA",1964,1884.137914,2.87
"France","FRA",1965,2015.37981,2.84
"France","FRA",1966,2165.072795,2.8
"France","FRA",1967,2321.469184,2.75
"France","FRA",1968,2512.620174,2.69
"France","FRA",1969,2723.567305,2.62
"France","FRA",1970,2825.129723,2.55
"France","FRA",1971,3128.386121,2.47
"France","FRA",1972,3806.887889,2.38
"France","FRA",1973,4913.527078,2.28
"France","FRA",1974,5267.3533,2.18
"France","FRA",1975,6606.701467,2.09
"France","FRA",1976,6794.617393,2.01
"France","FRA",1977,7464.907845,1.94
"France","FRA",1978,9166.59012,1.89
"France","FRA",1979,11062.57317,1.87
"France","FRA",1980,12565.16394,1.85
"France","FRA",1981,10955.9003,1.85
"France","FRA",1982,10359.89207,1.86
"France","FRA",1983,9862.284494,1.86
"France","FRA",1984,9311.894265,1.86
"France","FRA",1985,9657.019385,1.86
"France","FRA",1986,13430.48246,1.85
"France","FRA",1987,16175.70905,1.83
"France","FRA",1988,17549.64405,1.81
"France","FRA",1989,17547.26454,1.79
"France","FRA",1990,21586.46746,1.77
"France","FRA",1991,21500.77784,1.75
"France","FRA",1992,23615.01686,1.74
"France","FRA",1993,22238.82506,1.73
"France","FRA",1994,23359.89851,1.73
"France","FRA",1995,26791.8152,1.74
"France","FRA",1996,26757.63515,1.75
"France","FRA",1997,24169.40081,1.77
"France","FRA",1998,24869.40308,1.78
"France","FRA",1999,24576.31523,1.81
"France","FRA",2000,22340.59395,1.89
"France","FRA",2001,22331.79483,1.9
"France","FRA",2002,24144.5727,1.88
"France","FRA",2003,29479.52221,1.89
"France","FRA",2004,33644.92822,1.92
"France","FRA",2005,34696.37183,1.94
"France","FRA",2006,36431.56589,2
"France","FRA",2007,41486.19078,1.98
"France","FRA",2008,45464.81814,2.01
"France","FRA",2009,41728.08842,2
"France","FRA",2010,40694.82117,2.03
"France","FRA",2011,43929.78409,2.01
"France","FRA",2012,40863.58144,2.01
"France","FRA",2013,42669.17951,1.99
"France","FRA",2014,43148.04593,2
"France","FRA",2015,36702.43237,1.96
"France","FRA",2016,37024.21571,1.92
"France","FRA",2017,38687.16264,1.89
"France","FRA",2018,41418.17665,1.87
"France","FRA",2019,40408.28486,1.86
"France","FRA",2020,39169.8606,1.83
"France","FRA",2021,43725.09995,1.84
"France","FRA",2022,41082.81193,1.79
"France","FRA",2023,44690.93454,1.66
"Germany","DEU",1960,1162.122668,2.37
"Germany","DEU",1961,1315.907878,2.45
"Germany","DEU",1962,1430.520955,2.44
"Germany","DEU",1963,1502.154529,2.51
"Germany","DEU",1964,1637.455228,2.54
"Germany","DEU",1965,1774.19869,2.5
"Germany","DEU",1966,1870.805403,2.53
"Germany","DEU",1967,1885.615966,2.48
"Germany","DEU",1968,2025.081595,2.38
"Germany","DEU",1969,2281.275982,2.21
"Germany","DEU",1970,2771.283105,2.03
"Germany","DEU",1971,3203.828848,1.92
"Germany","DEU",1972,3823.940326,1.71
"Germany","DEU",1973,5065.245233,1.54
"Germany","DEU",1974,5659.737878,1.51
"Germany","DEU",1975,6259.207445,1.45
"Germany","DEU",1976,6659.165466,1.45
"Germany","DEU",1977,7711.10232,1.4
"Germany","DEU",1978,9516.782832,1.38
"Germany","DEU",1979,11322.35434,1.38
"Germany","DEU",1980,12182.78002,1.44
"Germany","DEU",1981,10246.47676,1.43
"Germany","DEU",1982,9950.05926,1.41
"Germany","DEU",1983,9900.485592,1.33
"Germany","DEU",1984,9347.290684,1.29
"Germany","DEU",1985,9464.116947,1.37
"Germany","DEU",1986,13511.152,1.43
"Germany","DEU",1987,16738.61328,1.43
"Germany","DEU",1988,17996.97835,1.46
"Germany","DEU",1989,17829.46095,1.42
"Germany","DEU",1990,22385.67783,1.45
"Germany","DEU",1991,23443.33508,1.33
"Germany","DEU",1992,26559.85439,1.29
"Germany","DEU",1993,25616.65088,1.28
"Germany","DEU",1994,27201.95936,1.24
"Germany","DEU",1995,31747.24494,1.25
"Germany","DEU",1996,30599.7891,1.3
"Germany","DEU",1997,27046.95655,1.35
"Germany","DEU",1998,27395.94406,1.36
"Germany","DEU",1999,26965.49228,1.36
"Germany","DEU",2000,23925.85599,1.38
"Germany","DEU",2001,23878.36415,1.35
"Germany","DEU",2002,25486.5942,1.34
"Germany","DEU",2003,30711.10225,1.34
"Germany","DEU",2004,34566.73591,1.36
"Germany","DEU",2005,35084.43635,1.34
"Germany","DEU",2006,36980.33499,1.33
"Germany","DEU",2007,42350.92172,1.37
"Germany","DEU",2008,46386.32959,1.38
"Germany","DEU",2009,42487.21371,1.36
"Germany","DEU",2010,42409.9357,1.39
"Germany","DEU",2011,47646.58204,1.39
"Germany","DEU",2012,44735.58823,1.41
"Germany","DEU",2013,47220.01021,1.42
"Germany","DEU",2014,48971.08247,1.47
"Germany","DEU",2015,41911.01099,1.5
"Germany","DEU",2016,42961.03569,1.6
"Germany","DEU",2017,45526.59996,1.57
"Germany","DEU",2018,48874.8595,1.57
"Germany","DEU",2019,47623.86561,1.54
"Germany","DEU",2020,47379.76519,1.53
"Germany","DEU",2021,52265.65416,1.58
"Germany","DEU",2022,49686.11546,1.455
"Germany","DEU",2023,53940.40734,1.39
"Greece","GRC",1960,513.0858624,2.23
"Greece","GRC",1961,582.5635036,2.13
"Greece","GRC",1962,608.4755155,2.16
"Greece","GRC",1963,685.559282,2.14
"Greece","GRC",1964,772.8055008,2.24
"Greece","GRC",1965,886.7736111,2.25
"Greece","GRC",1966,983.5575492,2.32
"Greece","GRC",1967,1053.258886,2.45
"Greece","GRC",1968,1138.38219,2.42
"Greece","GRC",1969,1305.64396,2.36
"Greece","GRC",1970,1473.603948,2.4
"Greece","GRC",1971,1629.345279,2.32
"Greece","GRC",1972,1873.254128,2.32
"Greece","GRC",1973,2468.003955,2.27
"Greece","GRC",1974,2789.405774,2.38
"Greece","GRC",1975,3109.37944,2.33
"Greece","GRC",1976,3343.388194,2.35
"Greece","GRC",1977,3832.3211,2.27
"Greece","GRC",1978,4629.339377,2.28
"Greece","GRC",1979,5626.588791,2.26
"Greece","GRC",1980,5811.690696,2.23
"Greece","GRC",1981,5305.437294,2.09
"Greece","GRC",1982,5501.637001,2.03
"Greece","GRC",1983,4950.060265,1.94
"Greece","GRC",1984,4785.07463,1.83
"Greece","GRC",1985,4746.760358,1.67
"Greece","GRC",1986,5577.832587,1.6
"Greece","GRC",1987,6473.577832,1.5
"Greece","GRC",1988,7492.352048,1.5
"Greece","GRC",1989,7737.543858,1.4
"Greece","GRC",1990,9466.662385,1.39
"Greece","GRC",1991,10046.66639,1.37
"Greece","GRC",1992,11021.01222,1.36
"Greece","GRC",1993,10257.30858,1.32
"Greece","GRC",1994,10937.02238,1.33
"Greece","GRC",1995,12779.08149,1.28
"Greece","GRC",1996,13432.52622,1.26
"Greece","GRC",1997,13015.9175,1.27
"Greece","GRC",1998,13022.96488,1.24
"Greece","GRC",1999,12742.54044,1.23
"Greece","GRC",2000,11638.20107,1.25
"Greece","GRC",2001,12156.95728,1.25
"Greece","GRC",2002,13782.19564,1.28
"Greece","GRC",2003,18020.61204,1.29
"Greece","GRC",2004,21449.25528,1.31
"Greece","GRC",2005,22054.13158,1.34
"Greece","GRC",2006,24416.0233,1.4
"Greece","GRC",2007,28440.76253,1.41
"Greece","GRC",2008,31695.83311,1.5
"Greece","GRC",2009,29425.45732,1.5
"Greece","GRC",2010,26653.0488,1.48
"Greece","GRC",2011,25504.78665,1.4
"Greece","GRC",2012,21624.34605,1.34
"Greece","GRC",2013,21573.34498,1.29
"Greece","GRC",2014,21474.72571,1.3
"Greece","GRC",2015,17980.72982,1.33
"Greece","GRC",2016,17919.24264,1.38
"Greece","GRC",2017,18631.99301,1.35
"Greece","GRC",2018,19873.40152,1.35
"Greece","GRC",2019,19335.3602,1.34
"Greece","GRC",2020,17886.73317,1.39
"Greece","GRC",2021,20654.7002,1.43
"Greece","GRC",2022,20971.83493,1.32
"Greece","GRC",2023,23400.72788,1.32
"Hungary","HUN",1960,NA,2.02
"Hungary","HUN",1961,NA,1.94
"Hungary","HUN",1962,NA,1.79
"Hungary","HUN",1963,NA,1.82
"Hungary","HUN",1964,NA,1.82
"Hungary","HUN",1965,NA,1.82
"Hungary","HUN",1966,NA,1.89
"Hungary","HUN",1967,NA,2.01
"Hungary","HUN",1968,476.4343501,2.06
"Hungary","HUN",1969,527.2316176,2.04
"Hungary","HUN",1970,559.1970913,1.98
"Hungary","HUN",1971,606.8527386,1.93
"Hungary","HUN",1972,709.6525026,1.93
"Hungary","HUN",1973,875.9819999,1.93
"Hungary","HUN",1974,955.8742078,2.27
"Hungary","HUN",1975,1083.474733,2.35
"Hungary","HUN",1976,1248.798513,2.23
"Hungary","HUN",1977,1388.395099,2.15
"Hungary","HUN",1978,1617.878534,2.06
"Hungary","HUN",1979,1864.671889,2.01
"Hungary","HUN",1980,2158.221814,1.91
"Hungary","HUN",1981,2213.052677,1.88
"Hungary","HUN",1982,2255.064057,1.8
"Hungary","HUN",1983,2049.716179,1.75
"Hungary","HUN",1984,1991.238948,1.75
"Hungary","HUN",1985,2020.022866,1.85
"Hungary","HUN",1986,2330.841883,1.84
"Hungary","HUN",1987,2565.973911,1.82
"Hungary","HUN",1988,2812.237546,1.81
"Hungary","HUN",1989,2902.435081,1.82
"Hungary","HUN",1990,3323.539672,1.87
"Hungary","HUN",1991,3361.22268,1.87
"Hungary","HUN",1992,3747.329664,1.77
"Hungary","HUN",1993,3886.666084,1.68
"Hungary","HUN",1994,4187.03118,1.64
"Hungary","HUN",1995,4509.417409,1.57
"Hungary","HUN",1996,4542.012038,1.46
"Hungary","HUN",1997,4606.056973,1.37
"Hungary","HUN",1998,4751.773243,1.32
"Hungary","HUN",1999,4801.959496,1.28
"Hungary","HUN",2000,4629.917608,1.32
"Hungary","HUN",2001,5280.94888,1.31
"Hungary","HUN",2002,6658.044943,1.3
"Hungary","HUN",2003,8410.092482,1.27
"Hungary","HUN",2004,10291.26947,1.28
"Hungary","HUN",2005,11212.2047,1.31
"Hungary","HUN",2006,11478.48916,1.34
"Hungary","HUN",2007,13934.60546,1.32
"Hungary","HUN",2008,15762.63225,1.35
"Hungary","HUN",2009,13051.18318,1.32
"Hungary","HUN",2010,13189.84339,1.25
"Hungary","HUN",2011,14211.46056,1.23
"Hungary","HUN",2012,12950.15945,1.34
"Hungary","HUN",2013,13739.46202,1.35
"Hungary","HUN",2014,14352.50188,1.44
"Hungary","HUN",2015,12782.94126,1.45
"Hungary","HUN",2016,13215.86053,1.53
"Hungary","HUN",2017,14736.16682,1.54
"Hungary","HUN",2018,16605.05705,1.55
"Hungary","HUN",2019,17012.85986,1.55
"Hungary","HUN",2020,16386.93088,1.59
"Hungary","HUN",2021,19030.62813,1.61
"Hungary","HUN",2022,18483.63669,1.56
"Hungary","HUN",2023,22312.17903,1.51
"Iceland","ISL",1960,1436.258854,4.29
"Iceland","ISL",1961,1439.449724,3.88
"Iceland","ISL",1962,1585.721438,3.98
"Iceland","ISL",1963,1859.248362,3.99
"Iceland","ISL",1964,2332.473658,3.88
"Iceland","ISL",1965,2764.473565,3.73
"Iceland","ISL",1966,3264.047427,3.59
"Iceland","ISL",1967,3172.648771,3.28
"Iceland","ISL",1968,2389.883505,3.06
"Iceland","ISL",1969,2069.858964,2.99
"Iceland","ISL",1970,2576.353444,2.81
"Iceland","ISL",1971,3252.099178,2.92
"Iceland","ISL",1972,4014.84273,3.09
"Iceland","ISL",1973,5437.342525,2.94
"Iceland","ISL",1974,7040.554044,2.66
"Iceland","ISL",1975,6454.177152,2.65
"Iceland","ISL",1976,7583.275298,2.52
"Iceland","ISL",1977,9957.254434,2.31
"Iceland","ISL",1978,11236.73574,2.35
"Iceland","ISL",1979,12640.64081,2.49
"Iceland","ISL",1980,14821.81509,2.48
"Iceland","ISL",1981,15137.25384,2.33
"Iceland","ISL",1982,13711.73627,2.27
"Iceland","ISL",1983,11671.80923,2.24
"Iceland","ISL",1984,11959.54001,2.08
"Iceland","ISL",1985,12361.18704,1.93
"Iceland","ISL",1986,16406.04795,1.92
"Iceland","ISL",1987,22453.18823,2.06
"Iceland","ISL",1988,24451.97332,2.26
"Iceland","ISL",1989,22434.34677,2.19
"Iceland","ISL",1990,25384.91502,2.3
"Iceland","ISL",1991,26802.98952,2.18
"Iceland","ISL",1992,27124.27454,2.21
"Iceland","ISL",1993,23579.79536,2.22
"Iceland","ISL",1994,24018.6314,2.14
"Iceland","ISL",1995,26633.59138,2.08
"Iceland","ISL",1996,27614.87703,2.12
"Iceland","ISL",1997,27919.1855,2.04
"Iceland","ISL",1998,31030.24834,2.05
"Iceland","ISL",1999,32381.62524,1.99
"Iceland","ISL",2000,32096.37226,2.08
"Iceland","ISL",2001,28897.44394,1.95
"Iceland","ISL",2002,32409.21615,1.93
"Iceland","ISL",2003,39476.69785,1.99
"Iceland","ISL",2004,47334.93065,2.04
"Iceland","ISL",2005,56794.85016,2.05
"Iceland","ISL",2006,57492.93425,2.08
"Iceland","ISL",2007,69495.72674,2.09
"Iceland","ISL",2008,56943.37045,2.15
"Iceland","ISL",2009,41301.27322,2.23
"Iceland","ISL",2010,43237.07295,2.2
"Iceland","ISL",2011,47714.59223,2.02
"Iceland","ISL",2012,45995.54788,2.04
"Iceland","ISL",2013,49804.983,1.93
"Iceland","ISL",2014,54576.74481,1.93
"Iceland","ISL",2015,52951.68151,1.8
"Iceland","ISL",2016,61987.92636,1.74
"Iceland","ISL",2017,72010.14903,1.71
"Iceland","ISL",2018,74452.18907,1.71
"Iceland","ISL",2019,68452.23622,1.74
"Iceland","ISL",2020,59023.56635,1.72
"Iceland","ISL",2021,69178.4047,1.82
"Iceland","ISL",2022,75121.01523,1.589
"Iceland","ISL",2023,79960.09615,1.59
"Ireland","IRL",1960,706.5510223,3.78
"Ireland","IRL",1961,761.8513596,3.78
"Ireland","IRL",1962,821.3441131,3.92
"Ireland","IRL",1963,878.1565765,4.01
"Ireland","IRL",1964,994.6073316,4.07
"Ireland","IRL",1965,1055.036247,4.04
"Ireland","IRL",1966,1107.31823,3.94
"Ireland","IRL",1967,1187.183212,3.84
"Ireland","IRL",1968,1158.855498,3.77
"Ireland","IRL",1969,1330.783295,3.83
"Ireland","IRL",1970,1486.514527,3.85
"Ireland","IRL",1971,1703.932183,3.93
"Ireland","IRL",1972,2080.465147,3.84
"Ireland","IRL",1973,2424.269047,3.71
"Ireland","IRL",1974,2516.927686,3.59
"Ireland","IRL",1975,2973.400123,3.37
"Ireland","IRL",1976,2919.583087,3.29
"Ireland","IRL",1977,3427.073436,3.24
"Ireland","IRL",1978,4399.986805,3.21
"Ireland","IRL",1979,5429.962001,3.21
"Ireland","IRL",1980,6372.437775,3.21
"Ireland","IRL",1981,5986.154109,3.05
"Ireland","IRL",1982,6160.638614,2.94
"Ireland","IRL",1983,5915.241772,2.74
"Ireland","IRL",1984,5692.027386,2.58
"Ireland","IRL",1985,6011.735546,2.48
"Ireland","IRL",1986,8112.171363,2.44
"Ireland","IRL",1987,9581.913086,2.32
"Ireland","IRL",1988,10715.87062,2.17
"Ireland","IRL",1989,11175.8166,2.08
"Ireland","IRL",1990,14031.30257,2.11
"Ireland","IRL",1991,14087.2078,2.08
"Ireland","IRL",1992,15714.38475,1.99
"Ireland","IRL",1993,14657.06155,1.9
"Ireland","IRL",1994,15902.92968,1.85
"Ireland","IRL",1995,19158.45648,1.84
"Ireland","IRL",1996,20835.89737,1.88
"Ireland","IRL",1997,22551.11391,1.93
"Ireland","IRL",1998,24294.85477,1.94
"Ireland","IRL",1999,26338.10775,1.9
"Ireland","IRL",2000,26334.56721,1.89
"Ireland","IRL",2001,28282.40988,1.94
"Ireland","IRL",2002,32705.43456,1.97
"Ireland","IRL",2003,41203.52958,1.96
"Ireland","IRL",2004,47754.20232,1.93
"Ireland","IRL",2005,50933.02161,1.86
"Ireland","IRL",2006,54329.16186,1.91
"Ireland","IRL",2007,61396.41746,2.01
"Ireland","IRL",2008,61353.10656,2.06
"Ireland","IRL",2009,52133.09092,2.06
"Ireland","IRL",2010,48679.40268,2.05
"Ireland","IRL",2011,52692.78131,2.03
"Ireland","IRL",2012,49411.73875,1.98
"Ireland","IRL",2013,52619.21237,1.93
"Ireland","IRL",2014,57278.25909,1.89
"Ireland","IRL",2015,64311.82347,1.85
"Ireland","IRL",2016,64192.94181,1.81
"Ireland","IRL",2017,72198.1077,1.77
"Ireland","IRL",2018,80738.96288,1.75
"Ireland","IRL",2019,81810.19265,1.71
"Ireland","IRL",2020,86622.50673,1.63
"Ireland","IRL",2021,103961.9764,1.78
"Ireland","IRL",2022,105234.5116,1.54
"Ireland","IRL",2023,103887.8004,1.5
"Israel","ISR",1960,1452.48664,3.866
"Israel","ISR",1961,1697.29358,3.858
"Israel","ISR",1962,1293.569137,3.85
"Israel","ISR",1963,1486.317398,3.838
"Israel","ISR",1964,1625.99792,3.826
"Israel","ISR",1965,1689.069227,3.814
"Israel","ISR",1966,1789.007264,3.802
"Israel","ISR",1967,1734.931433,3.79
"Israel","ISR",1968,1947.352097,3.786
"Israel","ISR",1969,2189.034675,3.782
"Israel","ISR",1970,2490.488526,3.778
"Israel","ISR",1971,2297.994135,3.774
"Israel","ISR",1972,2929.656143,3.77
"Israel","ISR",1973,3631.047669,3.698
"Israel","ISR",1974,5085.166461,3.626
"Israel","ISR",1975,4672.002134,3.554
"Israel","ISR",1976,4516.374059,3.482
"Israel","ISR",1977,5053.17296,3.41
"Israel","ISR",1978,4797.096723,3.354
"Israel","ISR",1979,5971.933719,3.298
"Israel","ISR",1980,6548.544734,3.242
"Israel","ISR",1981,6795.250207,3.186
"Israel","ISR",1982,7257.575143,3.13
"Israel","ISR",1983,7959.98915,3.106
"Israel","ISR",1984,7368.503797,3.082
"Israel","ISR",1985,6828.664391,3.058
"Israel","ISR",1986,8335.462869,3.034
"Israel","ISR",1987,9853.408935,3.01
"Israel","ISR",1988,11852.98265,2.948
"Israel","ISR",1989,11607.67584,2.886
"Israel","ISR",1990,13308.31106,2.824
"Israel","ISR",1991,14346.08103,2.762
"Israel","ISR",1992,15509.99136,2.7
"Israel","ISR",1993,15178.83999,2.8
"Israel","ISR",1994,16806.83531,2.9
"Israel","ISR",1995,19025.68405,2.9
"Israel","ISR",1996,20224.27891,2.9
"Israel","ISR",1997,20469.4699,2.94
"Israel","ISR",1998,20188.81415,2.98
"Israel","ISR",1999,19823.21389,2.965
"Israel","ISR",2000,21706.51941,2.95
"Israel","ISR",2001,20966.30527,2.92
"Israel","ISR",2002,19076.45843,2.89
"Israel","ISR",2003,19643.46904,2.95
"Israel","ISR",2004,20568.06941,2.9
"Israel","ISR",2005,21286.83886,2.84
"Israel","ISR",2006,22527.26198,2.88
"Israel","ISR",2007,25721.25941,2.9
"Israel","ISR",2008,30269.21777,2.96
"Israel","ISR",2009,28508.49389,2.96
"Israel","ISR",2010,31439.0887,3.03
"Israel","ISR",2011,34522.5216,2.98
"Israel","ISR",2012,33321.43009,3.05
"Israel","ISR",2013,37034.31611,3.03
"Israel","ISR",2014,38343.30466,3.08
"Israel","ISR",2015,36213.10415,3.09
"Israel","ISR",2016,37671.53891,3.11
"Israel","ISR",2017,41138.47096,3.11
"Israel","ISR",2018,42362.66528,3.09
"Israel","ISR",2019,44250.63136,3.01
"Israel","ISR",2020,44575.5719,2.9
"Israel","ISR",2021,52270.90402,3
"Israel","ISR",2022,54949.62156,2.89
"Israel","ISR",2023,52003.72007,2.85
"Italy","ITA",1960,836.9058503,2.4
"Italy","ITA",1961,923.0877838,2.44
"Italy","ITA",1962,1030.158003,2.46
"Italy","ITA",1963,1171.386963,2.51
"Italy","ITA",1964,1271.801193,2.66
"Italy","ITA",1965,1357.010616,2.6
"Italy","ITA",1966,1458.947139,2.58
"Italy","ITA",1967,1595.485781,2.5
"Italy","ITA",1968,1718.496464,2.46
"Italy","ITA",1969,1886.450027,2.47
"Italy","ITA",1970,2111.719864,2.38
"Italy","ITA",1971,2310.923761,2.4
"Italy","ITA",1972,2677.29373,2.35
"Italy","ITA",1973,3212.639496,2.3
"Italy","ITA",1974,3629.491823,2.28
"Italy","ITA",1975,4116.459649,2.17
"Italy","ITA",1976,4042.394825,2.04
"Italy","ITA",1977,4614.210049,1.93
"Italy","ITA",1978,5623.429176,1.84
"Italy","ITA",1979,7006.396991,1.73
"Italy","ITA",1980,8476.41045,1.64
"Italy","ITA",1981,7640.402413,1.58
"Italy","ITA",1982,7573.939676,1.56
"Italy","ITA",1983,7850.62789,1.51
"Italy","ITA",1984,7757.553748,1.46
"Italy","ITA",1985,8009.103476,1.42
"Italy","ITA",1986,11341.09399,1.35
"Italy","ITA",1987,14267.53682,1.33
"Italy","ITA",1988,15780.94951,1.36
"Italy","ITA",1989,16424.43016,1.33
"Italy","ITA",1990,20873.78341,1.33
"Italy","ITA",1991,22007.1351,1.3
"Italy","ITA",1992,23297.04603,1.3
"Italy","ITA",1993,18781.95294,1.25
"Italy","ITA",1994,19382.20022,1.21
"Italy","ITA",1995,20712.17987,1.19
"Italy","ITA",1996,23122.93372,1.2
"Italy","ITA",1997,21883.98727,1.22
"Italy","ITA",1998,22365.18376,1.22
"Italy","ITA",1999,22049.99906,1.23
"Italy","ITA",2000,20190.00356,1.26
"Italy","ITA",2001,20570.43859,1.25
"Italy","ITA",2002,22451.39644,1.27
"Italy","ITA",2003,27577.57003,1.29
"Italy","ITA",2004,31348.19018,1.34
"Italy","ITA",2005,32062.72383,1.33
"Italy","ITA",2006,33537.1287,1.37
"Italy","ITA",2007,37826.17546,1.39
